Артикул (Part No.),Наименование (RU),Description (EN),Description (ZH),"Цена, CNY без НДС",Группа,Взаимозаменяемый артикул,Источник,Разделы
20084679,Hose assembly,HOSEASSY,软管总成,520.32,Гидравлическая система,,NTE240,050-0090
20084680,Hose assembly,HOSEASSY,软管总成,614.92,Гидравлическая система,,NTE240,050-0090
20084681,Hose assembly,HOSEASSY,软管总成,604.64,Гидравлическая система,,NTE240,050-0090
20084682,Hose assembly,HOSEASSY,软管总成,2694.15,Гидравлическая система,,NTE240,050-0090
20084683,Hose assembly,HOSEASSY,软管总成,1133.19,Гидравлическая система,,NTE240,050-0090
20084694,,RECEI (LUBR.),快速接头(润滑脂),,,,NTE240,100-0035
20084695,,RECEI (HYD.),快速接头(液压油),,,,NTE240,100-0035
20084696,,RECEI (COOLANT),快速接头(冷却液),,,,NTE240,100-0035
20084707,,DIMENSION DECALS ENTIRE TRUCK,整车尺寸贴片,,,,NTE240,100-0180
20084723,,DOOR ASSY LHS,左门总成,,,,NTE240,210-0230
20084724,,DOOR ASSY RHT,右门总成,,,,NTE240,210-0230
20084725,,BEND PLATE ASSY,左下弯板,,,,NTE240,210-0230
20084726,,BEND PLATE ASSY,右下弯板,,,,NTE240,210-0230
20084727,,BEND PLATE ASSY,左上弯板,,,,NTE240,210-0230
20084728,,BEND PLATE ASSY,右上弯板,,,,NTE240,210-0230
20084735,Hose assembly,HOSE PIPE,软管总成,880.37,,,NTE240,040-0010
20084736,Hose assembly,HOSE PIPE,软管总成,880.37,,,NTE240,040-0010
20084767,Жгут проводов,ACCA CABLE,称重驾驶室线束1,1373.18,,,NTE240,100-0120
20084768,,ACCA CABLE,称重配电柜线束,,,,NTE240,100-0120
20084769,,ACCA FRAME HARNESS,称重车架线束,,,,NTE240,100-0120
20084770,Жгут проводов,ACCA CABLE,称重驾驶室线束2,5620.93,,,NTE240,100-0120
20084771,Жгут проводов,ACCA CABLE,称重驾驶室线束3,1113.71,,,NTE240,100-0120
20084772,,PLATE,夹板,,,,NTE240,100-0120
20084773,,PLATE,夹板,,,,NTE240,100-0120
20084808,,BEND PLATE ASSY,左顶弯板总成,,,,NTE240,210-0230
20084809,,BEND PLATE ASSY BODY DOWN INDICATOR-INSTALLSTION C,右顶弯板总成 车厢下降指示器,,,,NTE240,210-0230
20084820,,CNX1 HARNESS CNX1,控制线束,,,,NTE240,030-0030
20084821,,CNX2-5 HARNESS CNX2-5,控制线束,,,,NTE240,030-0030
20085195,Электродвигатель,ELECTRIC MOTOR,电机,25151.26,,,NTE240,100-0260
20087642,,TRIM-B PILLAR-LL,左B 柱下护板皮革,,,,NTE240,090-0010
20087643,,TRIM-B PILLAR-LU,左B 柱上护板皮革,,,,NTE240,090-0010
20087644,,TRIM-B PILLAR-RL,右B 柱下护板皮革,,,,NTE240,090-0010
20087645,,TRIM-B PILLAR-RU,右B 柱上护板皮革,,,,NTE240,090-0010
20087646,,TRIM-C PILLAR-L,左C 柱护板皮革,,,,NTE240,090-0010
20087647,,TRIM-C PILLAR-R CONTROL TOWER ASSEMBLY,右C 柱护板皮革 操纵塔总成,,,,NTE240,090-0010
20087648,,TRIM-RU,后围上护板皮革,,,,NTE240,090-0010
20087649,,TRIM-RM,后围中护板皮革,,,,NTE240,090-0010
20087650,,TRIM-RL,后围下护板皮革,,,,NTE240,090-0010
20088042,,CO,玻璃压条,,,,NTE240,090-0010
20088530,,DST CO DST,盖板,,,,NTE240,090-0050
20088531,,CO RS,盖板,,,,NTE240,090-0050
20120709,,,,,,,NTE240,100-0035
2016146,,CAP,保护帽,,,,NTE240,100-0020
20161460,,DISPLACEMENT PISTON,位移活塞,,,,NTE240,100-0020
20161461,,COMPRESSION SPRING,压缩弹簧,,,,NTE240,100-0020
20161462,,PLUNGER,活塞,,,,NTE240,100-0020
20161463,,FLUOROELASTOMER PACKING,装配橡胶,,,,NTE240,100-0020
20161464,,INLET VALVE,入口阀,,,,NTE240,100-0020
20161467,,O O–RING D． E． F． NOTE:,形圈 注 以上零件仅包含在注油器维修包 中 以上零件包含在调节螺钉包 中 以上零件包含在注油器保护帽包 中,,,,NTE240,100-0020
20180716,,,,,,,NTE240,090-0140
20200325,,,,,,,NTE240,100-0100
20221215,,,,,,,NTE240,150-0010
2881458,FUEL FILTER,FUEL FILTER,燃油滤芯,1711.91,Фильтр,FF5782NN,NTE240,040-0000
30000023,CONNECTOR---,JOINTS,接头,140.0,Гидравлическая система,,NTE240,050-0240
3100308,Фильтр антифриза,WATER FILTER,水滤芯,133.17,Фильтр,WF2075,NTE240,040-0000
3636819,·STARTING-MOTOR---,STARTING MOTOR,启动马达,53466.27,Cummins,,NTE240,040-0000
3637969,"PRIMER,ENGINE LUBRICATING",PRELUB MOTOR,预润滑马达,47961.74,Cummins,,NTE240,040-0000
3643862,ALTERNATOR,GENERATOR,发电机,149582.12,Cummins,,NTE240,040-0000
4001037,,FAN BLOCK,风扇垫块,,,,NTE240,040-0000
4015784,BELT,FAN BELT,风扇皮带,5741.21,Cummins,,NTE240,040-0000
4066750,BELT,GENERATOR BELT,发电机皮带,725.88,Cummins,,NTE240,040-0000
4323856,FILTER,OIL FILTER,机油滤芯,446.41,Фильтр,LF17560,NTE240,040-0000
4920071,FILTER,OIL FILTER,机油滤芯,904.86,Фильтр,LF9050,NTE240,040-0000
9152950,,P CLAP,夹子,,,,NTE240,030-0030
915850,,NOTES：,密封组件,,,,NTE240,050-0130
915851,,VALVE CHECK,单向阀,,,,NTE240,050-0130
915852,,END CAP,端盖,,,,NTE240,050-0130
915853,,END CAP,端盖,,,,NTE240,050-0130
915854,,PLATE,板,,,,NTE240,050-0130
915855,,PLATE,板,,,,NTE240,050-0130
915856,,VALVE RELIEF PRESSURE,减压阀,,,,NTE240,050-0130
915857,,PLUG,螺堵,,,,NTE240,050-0130
915860,,VALVE- THROTTLE,节流阀,,,,NTE240,050-0130
915861,,VALVE THROTTLE,节流阀,,,,NTE240,050-0130
915862,,PLUG,螺堵,,,,NTE240,050-0130
915863,,SPOOL ASSY,阀芯总成,,,,NTE240,050-0130
915864,,SPRING,弹簧,,,,NTE240,050-0130
915865,,SPRING,弹簧,,,,NTE240,050-0130
915866,,SPRING,弹簧,,,,NTE240,050-0130
915867,,SPRING,弹簧,,,,NTE240,050-0130
915868,,SPRING,弹簧,,,,NTE240,050-0130
UR10014,HEXAGON BOLT,HEXAGON BOLT,六角头螺栓,9.54,,,NTE240,020-0110 100-0060
UR10029,HEXAGON BOLT,BOLT,螺栓,9.54,,,NTE240,070-0030
UR10043,BOLT---,BOLT,螺栓,13.86,,,NTE240,070-0030
UR10100,BOLT---,BOLT,螺栓,55.38,,,NTE240,070-0030
UR10164,FLAT WAHSER,WASHER,平垫圈,9.54,Электрооборудование,,NTE240,020-0110
UR10180,WASHER,LOCK WASHER,弹簧垫圈,5.73,,,NTE240,100-0060
UR10183,LOCK-WASHER--,LOCK WASHER,弹簧垫圈,3.47,,,NTE240,020-0125
UR1023240,PIN,PIN,轴销,63.29,,,NTE240,100-0050
UR1032030,FIXATION CLAMP,FIXATION CLAMP,固定夹,64.4,,,NTE240,090-0150
UR1032488,NUT,NUT,螺母,11.44,,,NTE240,020-0010
UR10453,·FASTENING-SCREW--,FASTENING SCREW,顶丝,16.9,,,NTE240,050-0140
UR10584,HEXAGON-BOLT--,HEXAGON BOLT,六角头螺栓,25.97,,,NTE240,020-0120
UR12185,NUT,NUT,螺母,24.67,,,NTE240,020-0010
UR12333,NUT,NUT,螺母,105.22,метизы,,NTE240,070-0030
UR16780,CLAMP-ROUND NOSE,RIM CLIP,轮辋夹子,145.82,,,NTE240,070-0010
UR16927,BUSHING-SELFALIGN---,BUSHING-SELFALIGN,关节轴承GEZ`76ES,494.96,рулевое управление,,NTE240,070-0030
UR16965,BEARING,BUSHING SELALIGN,关节轴承,1286.98,Передняя ось,,NTE240,070-0000
UR17413,LOCK NUT,LOCK NUT,锁紧螺母,9.54,Электрооборудование,,NTE240,020-0020 020-0110 020-0120
UR19614,GEZ63ES BUSHING-SELF ALIGN,BUSHING-SELFALIGN A,关节轴承GEZ63ES,1337.73,Передняя ось,,NTE240,070-0030
UR20065,BOLT,BOLT,螺栓,106.01,Передняя ось,,NTE240,070-0010
UR23181,BOLT,BOLT,螺栓,230.98,,,NTE240,080-0020
UR23810,·CONNECTOR,CONNECTOR,接头,363.45,,,NTE240,080-0010
UR24465,FILTER,BREATHER,呼吸器,810.0,Фильтр,HF6710,NTE240,070-0050
UR24565,NUT,NUT FRONT RIDE CYLINDER ASSY,螺母 前悬缸总成,53.07,Передняя ось,,NTE240,070-0010 070-0050 150-0010
UR24681,FIRE EXTINGUISHER,FIRE EXTINGUISHER,灭火器,343.26,,,NTE240,100-0090
UR24726,··PLUG,PLUG ··HOUSING,堵塞,177.91,,,NTE240,080-0010
UR25113,BOLT,BOLT,螺栓,22.78,,,NTE240,020-0010
UR25187,ELBOW,CONNECTOR,弯头,123.07,,,NTE240,150-0010
UR25270,HEXAGON-BOLT--,HEXAGON BOLT,六角头螺栓,47.95,,,NTE240,020-0120
UR25557,,BOLT-12 POINT,十二角螺栓,,,,NTE240,080-0010
UR25558,BOLT,BOLT-12 POINT,十二角螺栓,86.85,,,NTE240,080-0010
UR25912,WASHER,WASHER,平垫圈,17.64,,,NTE240,020-0125
UR26205,WASHER---,WASHER,垫片,8.67,,,NTE240,070-0030
UR26209,BOLT,BOLT,螺栓,92.78,,,NTE240,080-0010
UR26355,BOLT,BOLT,螺栓,79.54,,,NTE240,080-0010
UR26824,,BOLT,螺栓,,,,NTE240,080-0010
UR27822,MOUNT RUBBER,MOUNT RUBBER,橡胶缓冲垫,219.64,Кузов,,NTE240,020-0030
UR28022,BOLT,BOLT,螺栓,170.41,,,NTE240,020-0010
UR28299,BOLT,BOLT,螺栓,68.2,,,NTE240,020-0010
UR28501,HOSE-CLAMP--,HOSE CLAMP,夹子,20.78,,,NTE240,070-0030
UR29151,BOLT,BOLT,螺栓,116.82,метизы,,NTE240,070-0050
UR29379,SHACKLE,SHACKLE,卸扣,85.24,,,NTE240,020-0020
UR52096,BOLT,BOLT,螺栓,70.11,,,NTE240,020-0010
UR52644,CLAMP-HOSE,CLAMP,夹子,24.67,,,NTE240,070-0030
UR52924,BEARING---,BEARING,轴承,61332.52,,,NTE240,070-0010
UR52946,HOSE,HOSE,软管,2057.17,,,NTE240,070-0050
UR52951,SEAL-RING--,SEAL RING,防尘圈,10586.15,,,NTE240,070-0010
UR52956,BEARING---,BEARING,轴承,22116.72,,,NTE240,070-0010
UR52970,ROD-VALVE---,ROD-VALVE,气门杆总成,230.18,КГШ,,NTE240,150-0010
UR53140,COMPONENTS,COMPONENTS,零件维修包,715.44,Тормозная система,,NTE240,080-0010
UR53455,PARKING BRAKES,PARKING BRAKES,驻车制动器,24632.7,,,NTE240,080-0010
UR53899,BEARING---,BEARING,轴承,420.18,,,NTE240,070-0000
UR53900,BEARING---,BEARING,轴承,341.72,,,NTE240,070-0000
UR55088,BODY LOCKUP,CABLE,安全索,15274.33,,,NTE240,020-0070
UR55093,·BEAD-SEAT-BAND-,BEAD-SEAT BAND,座圈,15733.6,,,NTE240,150-0010
UR55094,·LOCK-RING-,LOCK RING,锁圈,4727.31,,,NTE240,150-0010
UR55095,·RING-FLANGE-,RING FLANGE,挡圈,7916.57,,,NTE240,150-0010
UR55101,BOLT,BOLT,螺栓,142.01,,,NTE240,080-0010
UR55283,SEAL RING,RING-DIRT,防尘环,367.16,Передняя ось,,NTE240,070-0000 070-0020
UR55392,ADAPTER,REDUCER UNION,变径接头,106.01,,,NTE240,070-0050
UR55450,STEERING FLOW AMPLIFIER VALVE,STEERING FLOW AMPLIFIER VALVE,转向流量放大器,34112.19,,,NTE240,050-0130
UR55482,SHOCK PAD,SHOCK PAD,减震垫,87.16,Кузов,,NTE240,020-0010
UR55499,"BEARING,SPHERICAL 6""",BEARING CIRCLIP,轴承,3652.01,Подвеска,,NTE240,070-0070
UR55942,EXPANSION-PIN--,EXPANSION PIN,膨胀销,130.41,,,NTE240,070-0010
UR55994,PIN,PIN,销,109.41,,,NTE240,070-0000
UR56086-700,CIRCLIP,RING,弹性挡圈,261.35,,,NTE240,070-0000
UR56086-850,CIRCLIP,RING,弹性挡圈,331.26,,,NTE240,070-0000 070-0020
UR56087-625,CIRCLIP,RING FRONT WHEEL ASSY,弹簧挡圈 前轮总成,248.02,,,NTE240,070-0000
UR56087-775,CIRCLIP,RING,弹性挡圈,295.25,,,NTE240,070-0000 070-0020
UR56161,MUD-GUARD--,MUD GUARD,挡泥板,5291.15,,,NTE240,020-0110
UR56165,MUD-GUARD--,MUD GUARD,挡泥板,6777.42,,,NTE240,020-0110
UR56305,BALL VALVE,VALVE BALL,球阀,397.45,,,NTE240,070-0050
UR56412,BRAKES - RUNNING,SERVICE BRAKES REAR BRAKE MTG,行车制动器 后制动安装,25181.56,,,NTE240,080-0010
UR56620,BOLT-ANCHOR--,BOLT ANCHOR,卸扣,1185.19,,,NTE240,020-0010
UR56697-110,CHAIN---,CHAIN,排石链,2533.37,,,NTE240,020-0010
UR56778,ROD - VALVE,ROD-VALVE,气门杆总成,185.54,КГШ,,NTE240,150-0010
UR56779,ROD---VALVE-,ROD VALVE,气门杆总成,306.33,КГШ,,NTE240,150-0010
UR56884,·BEAD-SEAT-,BEAD SEAT,轮辋体,63267.48,,,NTE240,150-0010
UR56986,BOLT--,BOLT A,螺栓,92.05,,,NTE240,070-0030
UR56987,SLEEVE--,SLEEVE A,套筒,112.75,рулевое управление,,NTE240,070-0030
UR56988,WASHER--,WASHER A,垫圈,164.93,,,NTE240,070-0030
UR56995,PIN--,PIN,销轴,2826.8,рулевое управление,,NTE240,070-0030
UR56998,"PIN ASSY,2-1/2 STRAIGHT,EXPNDR",PIN ASSY,销总成,886.53,,,NTE240,070-0030
UR57028,"SCREW,SET---","SCREW,SET",螺塞,144.71,,,NTE240,070-0000
UR57052,SEAL RING,CASE-DIRT,防尘套,836.86,Тормозная система,,NTE240,070-0030
UR61372G,SPACE-RIM---,RIM SPACER,轮辋隔圈,6399.01,,,NTE240,070-0050 150-0010
UR61796K,END-COVER--,END CO,端盖,2384.85,,,NTE240,070-0010
UR61947K,"SPACER,BEARING---","SPACER,BEARING",衬套,131.53,,,NTE240,070-0030
UR62770A,WASHER,WASHER,垫圈,17.06,,,NTE240,080-0010
UR65057C,PROXIMITY SWITCH,PROXIMITY SWITCH,接近开关,5805.37,,,NTE240,030-0190
UR65456A,WASHER,WASHER,平垫圈,22.78,,,NTE240,020-0030
UR68095A,PLATE,RETAINER MUD GUARD,压板,96.58,,,NTE240,020-0110
UR69209K,SPACER,SPACER,隔圈,4632.91,,,NTE240,080-0010
UR702682,FLANGE BOLT,FLANGE BOLT,十二角法兰螺栓,210.11,,,NTE240,080-0010
UR70331B,GREASE SEAL,GREASE SEAL,油封,297.71,Передняя ось,,NTE240,070-0030
UR74245T,BRACKET-ASSY--,BRACKET ASSY,左支架总成,1722.87,,,NTE240,020-0010
UR74245U,BRACKET-ASSY--,BRACKET ASSY,右支架总成,1722.87,,,NTE240,020-0010
UR79003C,LOCATING-BUSH--,LOCATING BUSH,隔圈,8824.45,,,NTE240,070-0010
UR79534B,SPACER - PARKING BRAKES,SPACER PARKING BRAKES,驻车制动器隔圈,1883.09,,,NTE240,080-0010
UR79536A,SHIM,SHIM,调隙片,24.67,,,NTE240,080-0010
UR79849C,PAD-DUMP-BODY--,PAD-DUMP BODY,缓冲垫,1169.85,,,NTE240,020-0050
UR79988A,SHIM,SHIM,调隙片,272.58,,,NTE240,080-0010
UR79988B,SHIM,SHIM,调隙片,225.24,,,NTE240,080-0010
UR79988C,SHIM,SHIM,调隙片,126.88,,,NTE240,080-0010
UR79988E,SHIM,SHIM,调隙片,92.78,,,NTE240,080-0010
UR80289C,PIN,PIN,销,8639.22,Передняя ось,,NTE240,070-0000
UR80289E,PIN，ECCENTRIC,PIN-ECCENTRIC,偏心销,8330.74,Передняя ось,,NTE240,070-0000
UR80289F,PIN---,PIN,销轴,5405.17,рулевое управление,,NTE240,070-0030
UR80289G,PIN,PIN,销,7816.08,Передняя ось,,NTE240,070-0000 070-0020
UR80309H,BUSHING-BODY---,BUSHING-BODY PIVIT,铰接衬套,6451.72,,,NTE240,020-0050
UR80571W,MUD-GUARD-BRACKET-,SILENCER BRACKET,消音器挡泥板支架,15027.05,,,NTE240,020-0020
UR80572E,RETAINER-MUD-GUARD-,RETAINER MUD GUARD,压板,747.64,,,NTE240,020-0110
UR80572T,RETAINER-MUD-GUARD-,RETAINER MUD GUARD ENGINE SERVICE LADDER MOUNTING,压板 发动机维修梯安装,812.45,,,NTE240,020-0110
UR80589A,STRAP-LADDER--,STRAP LADDER,梯子搭接带,257.87,,,NTE240,020-0120
UR80589H,STRAP-LADDER--,STRAP LADDER,梯子搭接带,186.92,,,NTE240,020-0120
UR80591A,STAIR-STEP-LADDER-,STAIR STEP LADDER,踏板总成,749.37,,,NTE240,020-0120
UR80593A,PLATE---,PLATE,板,192.11,,,NTE240,020-0120
UR80820W,SHIM-PAD---,SHIM-PAD,缓冲垫调隙片,514.01,,,NTE240,020-0050
UR80820X,SHIM-PAD---,SHIM-PAD,缓冲垫调隙片,244.03,,,NTE240,020-0050
UR80820Y,SHIM-PAD---,SHIM-PAD,缓冲垫调隙片,150.58,,,NTE240,020-0050
UR81281K,IN-PIVIOT---,IN-PIVIOT,铰接销,8139.54,,,NTE240,020-0050
UR82513G,SHIM---,SHIM,调隙垫,285.56,,,NTE240,070-0010
UR82513H,SHIM---,SHIM,调隙垫,133.28,,,NTE240,070-0010
UR82513J,SHIM---,SHIM,调隙垫,79.61,,,NTE240,070-0010
UR82513K,SHIM---,SHIM,调隙垫,133.28,,,NTE240,070-0010
UR82513M,SHIM---,SHIM,调隙垫,112.5,,,NTE240,070-0010
UR82666C,CAP-PIN-RETAINING--,CAP-PIN RETAINING,销轴挡板,387.68,,,NTE240,020-0050
UR82714A,RETAINER,RETAINER,挡板,230.98,,,NTE240,070-0000
UR82714B,RETAINER---,RETAINER,压板,211.15,,,NTE240,070-0030
UR82714C,STOPPER,RETAINER,挡板,249.82,,,NTE240,070-0000 070-0020
UR82834B,COVER-KINGPIN---,CO -KINGPIN,主销盖,941.47,,,NTE240,070-0000
UR82835B,KING-PIN--,KING PIN,主销,28477.17,,,NTE240,070-0000
UR82836H,HOUSING-BEARING--,HOUSING BEARING,轴承箱,3866.94,,,NTE240,070-0000
UR82837B,WAHSER-THRUST---,WAHSER-THRUST,止推垫,2337.95,,,NTE240,070-0000
UR82838B,"BUSHING, UPPER","BUSHING,UPPER",上衬套,2189.75,,,NTE240,070-0000
UR82839B,PARKING BRAKES,"BUSHING,LOWER",下衬套,1738.21,,,NTE240,070-0000
UR82846A,NUT-TAPER NOSE,NUT-TAPPER NOSE,锥形螺母,87.16,,,NTE240,070-0030
UR82847B,TIE-ROD--,TIE ROD,横拉杆,47048.98,,,NTE240,070-0030
UR82852A,BOLT,BOLT,螺栓,98.5,,,NTE240,070-0030
UR82993M,THRUST-RING--,THRUST RING,止推环,2838.3,,,NTE240,070-0000
UR83044M,BRACKET-CABLE,BRACKET,支架,1869.84,,,NTE240,020-0070
UR83052A,BRACKET-LADDER--,BRACKET LADDER,梯支架,373.82,,,NTE240,020-0120
UR83052B,BRACKET-LADDER--,BRACKET LADDER,梯支架,505.35,,,NTE240,020-0120
UR83052C,BRACKET---,BRACKET,支架,373.82,,,NTE240,020-0120
UR83052E,BRACKET---,BRACKET,支架,515.74,,,NTE240,020-0120
UR83053A,STRAP-LADDER-SUPPORT-,LADDER SUPPORT,梯支架固定板,50.4,,,NTE240,020-0120
UR83062F,BRACKET-HOOD-MTC-,BRACKET HOOD MTC,护罩支架,539.96,,,NTE240,020-0030
UR83065C,LINKAGE---,LINKAGE,连杆,16194.72,,,NTE240,020-0010
UR83066A,PIN,PIN,销,1782.79,,,NTE240,020-0010
UR83068A,PERSS PLATE,PERSS PLATE,压板,215.82,,,NTE240,020-0010
UR83070B,COVER,CO,盖,2255.95,,,NTE240,020-0010
UR83239A,HANDLE-LADDER--,HANDLE LADDER,把手,87.17,,,NTE240,020-0120
UR83352C,PARKING BRAKES,PARKING BRAKES,驻车制动器支架,8273.99,,,NTE240,080-0010
UR83353A,SHIM,SHIM,调隙片,405.06,,,NTE240,080-0010
UR83353B,SHIM,SHIM,调隙片,272.58,,,NTE240,080-0010
UR83353C,SHIM,SHIM,调隙片,174.21,,,NTE240,080-0010
UR83353E,SHIM,SHIM,调隙片,111.73,,,NTE240,080-0010
UR83368A,SPACER,SPACER,隔圈,94.67,,,NTE240,080-0010
UR83633A,"ROD,RADIUS,UPPER---","ROD,RADIUS,UPPER",上拉杆,21636.58,,,NTE240,070-0000
UR83634A,"ROD,RADIUS,LOWER---","ROD,RADIUS,LOWER",下拉杆,26487.47,,,NTE240,070-0000
UR83636A,YOKE(LH)---,YOKE(LH),叉头（左旋）,30899.15,,,NTE240,070-0030
UR83636B,YOKE(RH)---,YOKE(RH),叉头（右旋）,30899.15,,,NTE240,070-0030
UR83650A,FRONTAXLE---,FRONTAXLE,前桥,1062265.68,,,NTE240,070-0000
UR83681F,"KEEPER,PIN","KEEPER,PIN",销挡板,104.1,,,NTE240,020-0050
UR84037A,GUIDE--DUMP-BODY-,GUIDE- DUMP BODY,导向块,1332.76,,,NTE240,020-0050
UR84065C,,BRACKET,支架,,,,NTE240,020-0070
UR84068A,SHIM BLOCK,SHIM BLOCK,调隙块,369.05,,,NTE240,020-0050
UR84077C,ROD-RADIUS---,ROD-RADIUS,横向拉杆,13870.08,,,NTE240,070-0000
UR84107A,·PLUG-BRONZE---,PLUG-BRONZE,青铜堵,50.2,,,NTE240,050-0140
UR84153A,SUPPORT,SUPPORT,支座,679.44,,,NTE240,020-0010
UR84178A,PERSS PLATE,PERSS PLATE,压板,1898.22,,,NTE240,020-0010
UR84178C,PERSS PLATE,PERSS PLATE,压板,3143.46,,,NTE240,020-0010
UR84277C,BRACKET--GUIDE--,BRACKET- GUIDE,左导向块支架,5934.74,,,NTE240,020-0050
UR84277E,BRACKET--GUIDE--,BRACKET- GUIDE,右导向块支架,5934.74,,,NTE240,020-0050
UR84384A,FENDER---,PLATFORM,平台,1680.45,,,NTE240,020-0125
UR84448A,WASHER,WASHER SUNBBING FUEL TANK AND MOUNTING,大垫圈 燃油箱安装,30.29,Кузов,,NTE240,020-0030
UR85138A,STUD---,BOLT,螺柱,127.28,,,NTE240,070-0050 150-0010
UR85138F,STUD,STUD,双头螺栓,60.59,Передняя ось,,NTE240,070-0010
UR85720A,BRAKE DISC - REAR,BRAKE DISC REAR,后制动盘,6056.06,,,NTE240,080-0010
UR85888A,PLATE-HINGER,PLATE-HINGE,铰接板,370.98,,,NTE240,020-0070
UR85977C,SPACER-BUSHING---,SPACER-BUSHING,隔环,739.22,,,NTE240,070-0000
UR86074A,RETAINING---,RETAINING REAR BOX MTG. A． NOTE:,压板 桥箱及安装 注 序号 销总成包括序号,15.58,,,NTE240,070-0030
UR86205A,SHIM,TUNE,调隙片,1095.61,,,NTE240,030-0130 030-0140
UR86355C,RIM-ASSEMBLY--,RIM ASSEMBLY,轮辋总成,80138.45,,,NTE240,150-0010
UR86404B,BUSHING---,BUSHING,衬套,2285.99,,,NTE240,070-0000
UR86404G,SLEEVE-BEARING BORE,BUSHIGN,衬套,3432.7,,,NTE240,070-0000 070-0020
UR900743,·BOLT,BOLT,螺栓,39.84,,,NTE240,080-0010
UR900744,·GASKET,GASKET,垫片 注：,28.5,,,NTE240,080-0010
UR900748,··RING - HOLDING,RING HOLDING,保持环,31.24,,,NTE240,080-0010
UR900749,··WASHER - PLAIN,WASHER PLAIN,平垫片,37.13,,,NTE240,080-0010
UR900750,··SETTING BOLT SPRING,SETTING BOLT SPRING,压簧,126.91,,,NTE240,080-0010
UR900752,··BOLT,BOLT FRONT BRAKE CALIPER ASM. AND SEPARATELY INCLUDE IN SERVICE KITS. THE FOLLOWING IS OF KITS. DESCRIPTION 件号PART,螺栓 前制动总成 分别包含在对应的维修零件包内以下列出维修包的件号 件号 名称,39.1,,,NTE240,080-0010
UR900754,···PIN,PIN,销,29.38,,,NTE240,080-0010
UR900755,··PISTON ASSY,PISTON ASSY,活塞总成,2095.08,,,NTE240,080-0010
UR900757,··ROD ADJUSTING,ROD ADJUSTING,调节导杆,396.23,,,NTE240,080-0010
UR900774,··VALVE - RELIEF,VALVE RELIEF,排放阀,64.4,,,NTE240,080-0010
UR912611,·TUBE ASSY,TUBE ASSY,管总成,408.89,,,NTE240,080-0010
UR912615,·SPACER,SPACER,隔套,2205.6,,,NTE240,080-0010
UR912782,·SHIM,SHIM,调隙片,127.28,,,NTE240,080-0010
UR912944,GASKET,GASKET,垫片,28.5,,,NTE240,020-0010
UR913151,VALVE - RELIEF,VALVE RELIEF REAR BRAKE MTG,排放阀 后制动安装,43.64,,,NTE240,080-0010 080-0020
UR913240,WASHER PLAIN,WASHER PLAIN,垫片,9.54,,,NTE240,020-0010 020-0020 070-0000 070-0020 090-0150
UR913739,GASKET,GASKET LADDER AND RAILING MOUNTING,垫片 梯子和护栏安装,15.16,,,NTE240,020-0010 080-0010 080-0020
UR913744,BOLT,BOLT,六角头螺栓 序号分别包含在对应的维修零件包内以下列出维修包的件号,41.73,,,NTE240,080-0020
UR913745,WASHER,WASHER,垫圈,20.87,,,NTE240,070-0030 080-0020
UR913746,,CAP ITEM CORRESPONDING,盖板,,,,NTE240,080-0020
UR913749,PISTON,PISTON,活塞,1419.44,,,NTE240,080-0020
UR914068,KIT PARK BKE SHIM 29815 53455,,调隙片维修包SHIM,1428.87,,,NTE240,080-0010
UR914541,THRUST PLATE,THRUST PLATE,止推板,1392.97,,,NTE240,080-0020
UR915724,COMPONENTS,COMPONENTS,零件维修包,1682.52,,,NTE240,080-0010
UR915726,WASHER - HARDENED,WASHER HARDENED,淬火平垫圈,166.58,,,NTE240,080-0010
UR915727,PISTON & HOUSING ASSY 53455,PISTON AND HOUSING ASSY,活塞和壳体总成维修包,30601.59,Тормозная система,,NTE240,080-0010
UR915729,BOLT - FLUSH,BOLT FLUSH,平头螺栓,24.67,,,NTE240,080-0010
UR915730,FRICTION DISC ASSY,FRICTION DISC ASSY,摩擦片总成,1826.32,Тормозная система,,NTE240,080-0010
UR915731,WASHER - PLAIN,WASHER PLAIN,平垫圈,41.07,,,NTE240,080-0010
UR915732,CAP - PISTON,CAP PISTON,活塞冒,2297.55,,,NTE240,080-0010
UR915733,SPRING,SPRING,弹簧,251.73,,,NTE240,080-0010
UR915734,SPRING,SPRING,弹簧 注：,668.1,,,NTE240,080-0010
UR915735,PISTON,PISTON,活塞,7460.26,,,NTE240,080-0010
UR915736,HOUSING - PISTON,HOUSING PISTON DESCRIPTION,活塞壳体 序号 至 分别包含在对应的维修零件包内以下列出维修包的件号 维修包序号 件 名称,13740.62,,,NTE240,080-0010
UR915738,KIT-SEAL 53455,,密封件维修包SEAL,1623.84,Тормозная система,,NTE240,080-0010
UR915739,PARTS KIT-SHIM PACK,,调隙片维修包SHIM,2280.51,,,NTE240,080-0010
UR915766,CARRIER AND LINING ASSY,CARRIER AND LINING ASSY,摩擦片总成,1945.56,Тормозная система,,NTE240,080-0020
UR915785,·BRAKE BLOCK ASSY,BRAKE BLOCK ASSY,刹车片总成,2322.12,Тормозная система,,NTE240,080-0010
UR916084,KIT-REPAIR 55890,BRAKE CALIPER REPAIR KIT,,6001.11,Тормозная система,,NTE240,080-0020
UR916148,·SPACER,SPACER,隔圈,3956.33,,,NTE240,080-0010
UR916188,·PLATE - TORSION,PLATE TORSION,扭力板,10896.87,,,NTE240,080-0010
